state,year,year_index,ipc_crimes,sll_crimes,total_crimes,growth_rate,avg_3yr_ipc,ipc_sll_ratio
Bihar,2015,12,176973,18439,195412,-0.0035023508544722542,174007.66666666666,9.597754758934867
Bihar,2016,13,164163,25533,189696,-0.07238392297130071,172910.33333333334,6.429444248619434
Bihar,2017,14,180573,55482,236055,0.09996162350834231,173903.0,3.2546231210122203
Bihar,2018,15,196911,65904,262815,0.090478642986493,180549.0,2.987845957756737
Bihar,2019,16,197935,71174,269109,0.005200318925809122,191806.33333333334,2.781001489307893
Bihar,2020,17,194698,62814,257512,-0.016353853537777553,196514.66666666666,3.0995956315471074
Chhattisgarh,2003,0,38449,193067,231516,0.0,38449.0,0.19914848213314548
Chhattisgarh,2004,1,41927,143472,185399,0.09045748914146011,41927.0,0.29223123675699786
Chhattisgarh,2005,2,43633,235802,279435,0.040689770315071434,41336.333333333336,0.18504083934826676
Chhattisgarh,2006,3,45177,142073,187250,0.035386061008869436,43579.0,0.3179844164619597
Chhattisgarh,2007,4,45845,200889,246734,0.014786285056555326,44885.0,0.22821060386581646
Chhattisgarh,2008,5,51442,246835,298277,0.12208528738139383,47488.0,0.208406425344866
Chhattisgarh,2009,6,51370,206949,258319,-0.001399634539870145,49552.333333333336,0.24822540819235658
Chhattisgarh,2010,7,54958,242326,297284,0.06984621374343002,52590.0,0.22679365812995717
Chhattisgarh,2011,8,57218,273283,330501,0.041122311583390955,54515.333333333336,0.20937270155845772
