Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,OffenseCount
1600 BLOCK OF NW MARSHALL ST,22-253173,Person,Northwest,9/19/2022,2018,Assault Offenses,Intimidation,45.530742891,-122.687994952,7641467,687188,9/19/2022,1
1600 BLOCK OF NW MARSHALL ST,22-258255,Property,Northwest,9/24/2022,1800,Vandalism,Vandalism,45.530742891,-122.687994952,7641467,687188,9/25/2022,1
1600 BLOCK OF NW MARSHALL ST,22-284630,Property,Northwest,10/23/2022,2122,Vandalism,Vandalism,45.530742891,-122.687994952,7641467,687188,10/23/2022,1
1600 BLOCK OF NW MARSHALL ST,22-326086,Property,Northwest,12/8/2022,2234,Vandalism,Vandalism,45.530742891,-122.687994952,7641467,687188,12/9/2022,1
1600 BLOCK OF NW MARSHALL ST,22-337244,Property,Northwest,12/21/2022,1127,Vandalism,Vandalism,45.530742891,-122.687994952,7641467,687188,12/21/2022,1
1600 BLOCK OF NW MARSHALL ST,22-901772,Property,Northwest,1/13/2022,2115,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.530742891,-122.687994952,7641467,687188,1/16/2022,1
1600 BLOCK OF NW MARSHALL ST,22-915966,Property,Northwest,6/4/2022,1000,Vandalism,Vandalism,45.530742891,-122.687994952,7641467,687188,6/5/2022,1
1600 BLOCK OF NW MARSHALL ST,22-928928,Property,Northwest,10/16/2022,2040,Burglary,Burglary,45.530742891,-122.687994952,7641467,687188,10/16/2022,1
1600 BLOCK OF NW MARSHALL ST,22-929282,Property,Northwest,6/16/2022,2300,Larceny Offenses,Theft From Motor Vehicle,45.530742891,-122.687994952,7641467,687188,10/16/2022,1
1600 BLOCK OF NW MARSHALL ST,22-931654,Property,Northwest,11/12/2022,1200,Vandalism,Vandalism,45.530742891,-122.687994952,7641467,687188,11/13/2022,1
1600 BLOCK OF NW MARSHALL ST,22-932382,Property,Northwest,11/17/2022,1725,Larceny Offenses,All Other Larceny,45.530742891,-122.687994952,7641467,687188,11/20/2022,1
1600 BLOCK OF NW MARSHALL ST,22-934847,Property,Northwest,12/18/2022,2020,Vandalism,Vandalism,45.530742891,-122.687994952,7641467,687188,12/19/2022,1
1600 BLOCK OF NW MAYFIELD RD,22-902289,Property,Forest Park,1/14/2022,2142,Fraud Offenses,Credit Card/ATM Fraud,45.534703633,-122.778697253,7618273,689274,1/24/2022,1
1600 BLOCK OF NW NORTHRUP ST,22-919144,Property,Northwest,7/7/2022,1800,Vandalism,Vandalism,45.531368064,-122.688015144,7641468,687416,7/8/2022,1
1600 BLOCK OF NW PETTYGROVE ST,22-146963,Property,Northwest,6/2/2022,0100,Larceny Offenses,All Other Larceny,45.532881461,-122.688073475,7641468,687968,6/2/2022,1
1600 BLOCK OF NW QUIMBY ST,22-918822,Property,Northwest,7/5/2022,0500,Vandalism,Vandalism,45.533499962,-122.688155874,7641453,688194,7/5/2022,1
1600 BLOCK OF NW RALEIGH ST,22-4477,Property,Northwest,12/23/2021,0531,Motor Vehicle Theft,Motor Vehicle Theft,45.534314248,-122.687898372,7641527,688489,1/6/2022,1
1600 BLOCK OF NW RALEIGH ST,22-197063,Property,Northwest,7/20/2022,0200,Motor Vehicle Theft,Motor Vehicle Theft,45.534314248,-122.687898372,7641527,688489,7/23/2022,1
1600 BLOCK OF NW RIVERSCAPE ST,22-904428,Property,Northwest,2/12/2022,2200,Larceny Offenses,All Other Larceny,45.538108121,-122.687786931,7641593,689871,2/14/2022,1
1600 BLOCK OF NW RIVERSCAPE ST,22-931726,Property,Northwest,11/13/2022,2200,Larceny Offenses,Theft From Motor Vehicle,45.538108121,-122.687786931,7641593,689871,11/14/2022,1
1600 BLOCK OF NW SAVIER ST,22-249255,Property,Northwest,9/15/2022,1950,Vandalism,Vandalism,45.535017511,-122.688140196,7641472,688747,9/15/2022,1
1600 BLOCK OF NW THURMAN ST,22-901594,Property,Northwest,1/11/2022,1800,Larceny Offenses,Theft From Motor Vehicle,45.535732936,-122.688175582,7641470,689008,1/18/2022,1
1600 BLOCK OF NW THURMAN ST,22-920337,Property,Northwest,7/17/2022,1732,Larceny Offenses,Theft From Motor Vehicle,45.535732936,-122.688175582,7641470,689008,7/17/2022,1
1600 BLOCK OF S HARBOR WAY,22-185314,Property,Downtown,7/10/2022,2000,Larceny Offenses,Theft From Motor Vehicle,45.510872671,-122.674726407,7644671,679854,7/11/2022,1
1600 BLOCK OF S HARBOR WAY,22-197324,Property,Downtown,6/25/2022,0001,Burglary,Burglary,45.510872671,-122.674726407,7644671,679854,7/23/2022,1
1600 BLOCK OF S HARBOR WAY,22-300273,Property,Downtown,11/9/2022,1443,Larceny Offenses,Theft From Motor Vehicle,45.510872671,-122.674726407,7644671,679854,11/9/2022,1
1600 BLOCK OF S HARBOR WAY,22-919080,Property,Downtown,7/2/2022,0000,Burglary,Burglary,45.510872671,-122.674726407,7644671,679854,7/7/2022,1
1600 BLOCK OF S HARBOR WAY,22-926391,Property,Downtown,9/19/2022,0300,Vandalism,Vandalism,45.510872671,-122.674726407,7644671,679854,9/19/2022,1
1600 BLOCK OF SE 3RD AVE,22-89559,Person,Hosford-Abernethy,3/31/2022,0920,Assault Offenses,Intimidation,45.511181460,-122.662875212,7647711,679885,4/4/2022,1
1600 BLOCK OF SE 3RD AVE,22-124164,Property,Hosford-Abernethy,5/11/2022,0343,Burglary,Burglary,45.511181460,-122.662875212,7647711,679885,5/11/2022,1
1600 BLOCK OF SE 8TH AVE,22-935643,Property,Hosford-Abernethy,12/29/2022,0406,Vandalism,Vandalism,45.511155684,-122.657680273,7649042,679840,12/29/2022,1
1600 BLOCK OF SE 11TH AVE,22-49207,Property,Hosford-Abernethy,2/21/2022,1903,Motor Vehicle Theft,Motor Vehicle Theft,45.511144629,-122.654760940,7649790,679816,2/21/2022,1
1600 BLOCK OF SE 11TH AVE,22-129958,Property,Hosford-Abernethy,5/17/2022,0248,Burglary,Burglary,45.511144629,-122.654760940,7649790,679816,5/17/2022,1
1600 BLOCK OF SE 11TH AVE,22-136116,Property,Hosford-Abernethy,5/23/2022,0515,Burglary,Burglary,45.511144629,-122.654760940,7649790,679816,5/23/2022,1
1600 BLOCK OF SE 11TH AVE,22-158684,Property,Hosford-Abernethy,6/14/2022,0545,Burglary,Burglary,45.511144629,-122.654760940,7649790,679816,6/14/2022,1
1600 BLOCK OF SE 11TH AVE,22-193965,Property,Hosford-Abernethy,7/20/2022,0329,Burglary,Burglary,45.511144629,-122.654760940,7649790,679816,7/20/2022,1
1600 BLOCK OF SE 11TH AVE,22-263959,Property,Hosford-Abernethy,10/1/2022,0659,Burglary,Burglary,45.511144629,-122.654760940,7649790,679816,10/1/2022,1
1600 BLOCK OF SE 11TH AVE,22-921681,Property,Hosford-Abernethy,7/29/2022,1730,Larceny Offenses,All Other Larceny,45.511144228,-122.654636052,7649822,679815,8/1/2022,1
1600 BLOCK OF SE 12TH AVE,22-6203,Property,Hosford-Abernethy,1/7/2022,2230,Motor Vehicle Theft,Motor Vehicle Theft,45.511141305,-122.653621346,7650082,679807,1/7/2022,1
1600 BLOCK OF SE 12TH AVE,22-201740,Property,Hosford-Abernethy,7/26/2022,1300,Motor Vehicle Theft,Motor Vehicle Theft,45.511141708,-122.653746234,7650050,679808,7/27/2022,1
1600 BLOCK OF SE 12TH AVE,22-908878,Property,Hosford-Abernethy,3/28/2022,1700,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.511141305,-122.653621346,7650082,679807,3/29/2022,1
1600 BLOCK OF SE 12TH AVE,22-920668,Property,Hosford-Abernethy,7/24/2022,0945,Larceny Offenses,Theft From Motor Vehicle,45.511141305,-122.653621346,7650082,679807,7/24/2022,1
1600 BLOCK OF SE 12TH AVE,22-933564,Property,Hosford-Abernethy,11/25/2022,1128,Larceny Offenses,All Other Larceny,45.511141305,-122.653621346,7650082,679807,12/2/2022,1
1600 BLOCK OF SE 17TH ST,22-909511,Property,,4/1/2022,0000,Larceny Offenses,Theft From Motor Vehicle,,,,,4/6/2022,1
1600 BLOCK OF SE 21ST AVE,22-908608,Property,Hosford-Abernethy,3/26/2022,0300,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.511226912,-122.644204472,7652496,679774,3/28/2022,1
1600 BLOCK OF SE 22ND AVE,22-922914,Property,Hosford-Abernethy,8/12/2022,1030,Larceny Offenses,Theft From Motor Vehicle,45.511225498,-122.643103976,7652778,679766,8/12/2022,1
1600 BLOCK OF SE 27TH AVE,22-74778,Property,Hosford-Abernethy,3/19/2022,1900,Burglary,Burglary,45.510844330,-122.638086907,7654060,679593,3/20/2022,1
1600 BLOCK OF SE 29TH AVE,22-89126,Property,Richmond,4/3/2022,2053,Robbery,Robbery,45.510843595,-122.636061614,7654579,679579,4/3/2022,1
1600 BLOCK OF SE 29TH AVE,22-935452,Property,Hosford-Abernethy,12/19/2022,2120,Larceny Offenses,All Other Larceny,45.510844016,-122.636186502,7654547,679580,12/27/2022,1
1600 BLOCK OF SE 30TH AVE,22-911185,Property,Richmond,4/17/2022,1700,Vandalism,Vandalism,45.510992414,-122.634697521,7654930,679624,4/21/2022,1
1600 BLOCK OF SE 31ST AVE,22-97306,Property,Richmond,4/4/2022,0800,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.511107634,-122.633812137,7655158,679660,4/12/2022,1
1600 BLOCK OF SE 31ST AVE,22-923150,Property,Richmond,8/18/2022,0020,Larceny Offenses,Theft From Motor Vehicle,45.511107210,-122.633687249,7655190,679659,8/18/2022,1
1600 BLOCK OF SE 32ND AVE,22-185283,Property,Richmond,7/5/2022,1400,Motor Vehicle Theft,Motor Vehicle Theft,45.511107269,-122.632797536,7655418,679653,7/11/2022,1
1600 BLOCK OF SE 32ND PL,22-194740,Person,Richmond,7/20/2022,2015,Assault Offenses,Simple Assault,45.511106115,-122.631529259,7655743,679644,7/20/2022,1
1600 BLOCK OF SE 32ND PL,22-928174,Property,Richmond,10/7/2022,1340,Vandalism,Vandalism,45.511106542,-122.631654147,7655711,679645,10/7/2022,1
1600 BLOCK OF SE 35TH AVE,22-78686,Property,Richmond,3/24/2022,0807,Larceny Offenses,Theft From Motor Vehicle,45.511097929,-122.628715427,7656464,679622,3/24/2022,1
1600 BLOCK OF SE 35TH AVE,22-903319,Property,Richmond,2/4/2022,1150,Larceny Offenses,All Other Larceny,45.511097499,-122.628590539,7656496,679621,2/4/2022,1
1600 BLOCK OF SE 35TH PL,22-99140,Property,Richmond,4/13/2022,1700,Motor Vehicle Theft,Motor Vehicle Theft,45.511078471,-122.627692308,7656726,679608,4/14/2022,1
1600 BLOCK OF SE 35TH PL,22-910825,Property,Richmond,4/17/2022,1055,Larceny Offenses,All Other Larceny,45.511078041,-122.627567420,7656758,679607,4/18/2022,1
1600 BLOCK OF SE 36TH AVE,22-207014,Property,Richmond,8/1/2022,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.511090608,-122.626592328,7657008,679605,8/2/2022,1
1600 BLOCK OF SE 40TH AVE,22-265767,Property,Richmond,10/2/2022,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.511117078,-122.621153587,7658402,679578,10/3/2022,1
1600 BLOCK OF SE 40TH AVE,22-904376,Property,Richmond,2/12/2022,0700,Larceny Offenses,All Other Larceny,45.511117516,-122.621278475,7658370,679579,2/14/2022,1
1600 BLOCK OF SE 40TH AVE,22-925272,Property,Richmond,9/7/2022,0500,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.511117516,-122.621278475,7658370,679579,9/7/2022,1
1600 BLOCK OF SE 41ST AVE,22-28910,Property,Richmond,1/30/2022,1200,Burglary,Burglary,45.510988035,-122.620266862,7658628,679525,1/31/2022,1
1600 BLOCK OF SE 41ST AVE,22-904433,Property,Richmond,1/1/2022,1120,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.510987596,-122.620141974,7658660,679524,2/6/2022,1
1600 BLOCK OF SE 41ST AVE,22-927661,Property,Richmond,10/2/2022,0600,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.510988035,-122.620266862,7658628,679525,10/2/2022,1
1600 BLOCK OF SE 42ND AVE,22-264883,Property,Richmond,10/1/2022,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.510981995,-122.619255958,7658887,679516,10/2/2022,1
1600 BLOCK OF SE 42ND AVE,22-932844,Property,Richmond,11/25/2022,1230,Burglary,Burglary,45.510981555,-122.619131070,7658919,679515,11/26/2022,1
1600 BLOCK OF SE 49TH AVE,22-46041,Property,Richmond,2/18/2022,0630,Motor Vehicle Theft,Motor Vehicle Theft,45.510977422,-122.612204463,7660694,679467,2/18/2022,1
1600 BLOCK OF SE 49TH AVE,22-910998,Property,Richmond,4/18/2022,0300,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.510972386,-122.612329147,7660662,679466,4/19/2022,1
1600 BLOCK OF SE 49TH AVE,22-935574,Property,Richmond,12/25/2022,0700,Larceny Offenses,Theft From Motor Vehicle,45.510977422,-122.612204463,7660694,679467,12/25/2022,1
1600 BLOCK OF SE 50TH AVE,22-29381,Property,Richmond,1/30/2022,0030,Burglary,Burglary,45.511000145,-122.611565343,7660858,679471,1/31/2022,1
1600 BLOCK OF SE 50TH AVE,22-74603,Property,Richmond,3/19/2022,2200,Vandalism,Vandalism,45.511000145,-122.611565343,7660858,679471,3/20/2022,1
1600 BLOCK OF SE 52ND AVE,22-923622,Property,Mt Tabor,8/19/2022,0430,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.511026204,-122.608951822,7661528,679463,8/19/2022,1
1600 BLOCK OF SE 57TH AVE,22-911546,Property,Mt Tabor,4/21/2022,1000,Vandalism,Vandalism,45.510885073,-122.604529280,7662660,679382,4/24/2022,1
1600 BLOCK OF SE 58TH AVE,22-102877,Property,Mt Tabor,4/18/2022,0000,Motor Vehicle Theft,Motor Vehicle Theft,45.510898901,-122.603624480,7662892,679381,4/18/2022,1
1600 BLOCK OF SE 72ND AVE,22-57256,Property,Mt Tabor,3/2/2022,0600,Motor Vehicle Theft,Motor Vehicle Theft,45.511263665,-122.589047582,7666631,679417,3/2/2022,1
1600 BLOCK OF SE 72ND AVE,22-919052,Property,Mt Tabor,7/3/2022,0245,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.511263665,-122.589047582,7666631,679417,7/6/2022,1
1600 BLOCK OF SE 72ND AVE,22-925733,Property,Mt Tabor,9/9/2022,2200,Larceny Offenses,Theft From Motor Vehicle,45.511263192,-122.588922694,7666663,679416,9/10/2022,1
1600 BLOCK OF SE 77TH AVE,22-53561,Property,Montavilla,2/19/2022,1200,Larceny Offenses,Theft From Motor Vehicle,45.511164113,-122.583803261,7667974,679346,2/26/2022,1
1600 BLOCK OF SE 77TH AVE,22-53561,Property,Montavilla,2/19/2022,1200,Vandalism,Vandalism,45.511164113,-122.583803261,7667974,679346,2/26/2022,1
1600 BLOCK OF SE 82ND AVE,22-18178,Property,Montavilla,1/16/2022,0000,Motor Vehicle Theft,Motor Vehicle Theft,45.511069443,-122.578730842,7669273,679278,1/20/2022,1
1600 BLOCK OF SE 82ND AVE,22-44206,Property,Montavilla,2/13/2022,2200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.511069443,-122.578730842,7669273,679278,2/16/2022,1
1600 BLOCK OF SE 82ND AVE,22-103228,Property,Montavilla,4/18/2022,1100,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.511069443,-122.578730842,7669273,679278,4/18/2022,1
1600 BLOCK OF SE 82ND AVE,22-133520,Property,Montavilla,5/13/2022,1800,Motor Vehicle Theft,Motor Vehicle Theft,45.511069443,-122.578730842,7669273,679278,5/20/2022,1
1600 BLOCK OF SE 82ND AVE,22-246299,Property,Montavilla,9/9/2022,0200,Motor Vehicle Theft,Motor Vehicle Theft,45.511069443,-122.578730842,7669273,679278,9/12/2022,1
1600 BLOCK OF SE 85TH AVE,22-916855,Property,Montavilla,6/14/2022,0000,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.510870845,-122.576058389,7669956,679188,6/14/2022,1
1600 BLOCK OF SE 122ND AVE,22-72463,Property,Mill Park,3/18/2022,0018,Larceny Offenses,Theft From Building,45.511786818,-122.537616089,7679816,679271,3/18/2022,1
1600 BLOCK OF SE 122ND AVE,22-98650,Property,Mill Park,4/13/2022,2254,Robbery,Robbery,45.511786818,-122.537616089,7679816,679271,4/13/2022,1
1600 BLOCK OF SE 130TH AVE,22-680920,Property,Mill Park,8/15/2022,1555,Larceny Offenses,All Other Larceny,45.511668503,-122.530041628,7681756,679179,8/15/2022,1
1600 BLOCK OF SE 130TH AVE,22-919350,Property,Mill Park,7/9/2022,1600,Larceny Offenses,All Other Larceny,45.511668503,-122.530041628,7681756,679179,7/10/2022,1
1600 BLOCK OF SE 141ST AVE,22-931453,Property,Hazelwood,11/12/2022,0200,Vandalism,Vandalism,45.511825416,-122.518332916,7684758,679161,11/12/2022,1
1600 BLOCK OF SE 150TH AVE,22-344549,Property,Centennial,12/30/2022,0450,Larceny Offenses,Theft From Motor Vehicle,45.511278971,-122.508811828,7687193,678901,12/30/2022,1
1600 BLOCK OF SE 150TH AVE,22-344549,Property,Centennial,12/30/2022,0450,Vandalism,Vandalism,45.511278971,-122.508811828,7687193,678901,12/30/2022,1
1600 BLOCK OF SE 152ND AVE,22-133116,Property,Centennial,5/20/2022,0400,Motor Vehicle Theft,Motor Vehicle Theft,45.511359915,-122.506691938,7687737,678917,5/20/2022,1
1600 BLOCK OF SE 162ND AVE,22-116348,Property,Centennial,4/30/2022,0030,Motor Vehicle Theft,Motor Vehicle Theft,45.511362176,-122.496484090,7690353,678853,5/2/2022,1
1600 BLOCK OF SE 162ND AVE,22-167826,Property,Centennial,6/21/2022,0000,Motor Vehicle Theft,Motor Vehicle Theft,45.511362176,-122.496484090,7690353,678853,6/23/2022,1
1600 BLOCK OF SE 176TH AVE,22-919980,Property,,7/21/2022,0030,Larceny Offenses,Theft From Motor Vehicle,45.510490042,-122.482207087,7694004,678445,7/21/2022,1
1600 BLOCK OF SE ALDER ST,22-288240,Property,Buckman East,10/24/2022,1600,Motor Vehicle Theft,Motor Vehicle Theft,45.517857836,-122.649075708,7651312,682224,10/27/2022,1
1600 BLOCK OF SE ANKENY ST,22-73726,Property,Buckman East,3/19/2022,0759,Vandalism,Vandalism,45.522135731,-122.649046378,7651361,683783,3/19/2022,1
1600 BLOCK OF SE ANKENY ST,22-906785,Property,Buckman East,3/4/2022,1300,Larceny Offenses,Theft From Building,45.522135731,-122.649046378,7651361,683783,3/7/2022,1
1600 BLOCK OF SE ASH ST,22-88222,Property,Buckman East,4/2/2022,2242,Vandalism,Vandalism,45.521422304,-122.649050599,7651353,683523,4/2/2022,1
1600 BLOCK OF SE ASH ST,22-97025,Property,Buckman East,4/12/2022,0819,Larceny Offenses,Theft From Motor Vehicle,45.521422304,-122.649050599,7651353,683523,4/12/2022,1
1600 BLOCK OF SE ASH ST,22-187359,Property,Buckman East,7/12/2022,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.521422304,-122.649050599,7651353,683523,7/13/2022,1
1600 BLOCK OF SE ASH ST,22-225991,Property,Buckman East,8/21/2022,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.521510111,-122.649050019,7651354,683555,8/22/2022,1
1600 BLOCK OF SE ASH ST,22-233556,Property,Buckman East,8/29/2022,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.521510111,-122.649050019,7651354,683555,8/30/2022,1
1600 BLOCK OF SE BELMONT ST,22-22128,Property,Buckman East,1/17/2022,0926,Larceny Offenses,Theft From Building,45.516518788,-122.649083570,7651297,681736,1/24/2022,1
1600 BLOCK OF SE BELMONT ST,22-291957,Property,Buckman East,10/31/2022,1616,Larceny Offenses,Theft From Motor Vehicle,45.516518788,-122.649083570,7651297,681736,10/31/2022,1
1600 BLOCK OF SE BELMONT ST,22-903347,Property,Buckman East,2/5/2022,2200,Larceny Offenses,Theft From Motor Vehicle,45.516518788,-122.649083570,7651297,681736,2/6/2022,1
1600 BLOCK OF SE BELMONT ST,22-929395,Property,Buckman East,10/17/2022,1705,Larceny Offenses,All Other Larceny,45.516518788,-122.649083570,7651297,681736,10/19/2022,1
1600 BLOCK OF SE BELMONT ST,22-932642,Property,Buckman East,6/8/2022,1200,Fraud Offenses,Identity Theft,45.516518788,-122.649083570,7651297,681736,11/23/2022,1
1600 BLOCK OF SE BYBEE BLVD,22-22971,Property,Sellwood-Moreland,1/25/2022,0431,Vandalism,Vandalism,45.473764657,-122.649354170,7650813,666155,1/25/2022,1
1600 BLOCK OF SE BYBEE BLVD,22-219341,Property,Sellwood-Moreland,8/13/2022,2200,Burglary,Burglary,45.473799445,-122.648228467,7651102,666160,8/15/2022,1
1600 BLOCK OF SE BYBEE BLVD,22-271295,Property,Sellwood-Moreland,10/9/2022,0330,Burglary,Burglary,45.473764657,-122.649354170,7650813,666155,10/9/2022,1
1600 BLOCK OF SE BYBEE BLVD,22-274851,Property,Sellwood-Moreland,10/13/2022,0159,Burglary,Burglary,45.473764657,-122.649354170,7650813,666155,10/13/2022,1
1600 BLOCK OF SE BYBEE BLVD,22-294470,Property,Sellwood-Moreland,11/3/2022,0540,Burglary,Burglary,45.473764657,-122.649354170,7650813,666155,11/3/2022,1
1600 BLOCK OF SE BYBEE BLVD,22-680815,Property,Sellwood-Moreland,4/1/2022,0000,Vandalism,Vandalism,45.473676921,-122.649350852,7650813,666123,7/25/2022,1
1600 BLOCK OF SE BYBEE BLVD,22-924748,Property,Sellwood-Moreland,9/1/2022,0835,Larceny Offenses,Theft From Motor Vehicle,45.473799445,-122.648228467,7651102,666160,9/2/2022,1
1600 BLOCK OF SE BYBEE BLVD,22-925369,Property,Sellwood-Moreland,9/10/2022,0218,Vandalism,Vandalism,45.473799445,-122.648228467,7651102,666160,9/12/2022,1
1600 BLOCK OF SE CESAR E CHAVEZ BLVD,22-908544,Property,Richmond,2/12/2022,2200,Vandalism,Vandalism,45.511139928,-122.622738752,7657996,679597,3/27/2022,1
1600 BLOCK OF SE CLAYBOURNE ST,22-144483,Property,Sellwood-Moreland,5/31/2022,0110,Motor Vehicle Theft,Motor Vehicle Theft,45.475101678,-122.649455438,7650800,666643,5/31/2022,1
1600 BLOCK OF SE CLAYBOURNE ST,22-163955,Property,Sellwood-Moreland,6/19/2022,1632,Motor Vehicle Theft,Motor Vehicle Theft,45.475101678,-122.649455438,7650800,666643,6/19/2022,1
1600 BLOCK OF SE CLINTON ST,22-920441,Property,Hosford-Abernethy,7/21/2022,1630,Larceny Offenses,All Other Larceny,45.503440763,-122.649177893,7651146,676970,7/22/2022,1
1600 BLOCK OF SE DUKE ST,22-915040,Property,Sellwood-Moreland,5/26/2022,0445,Larceny Offenses,All Other Larceny,45.475855146,-122.649511237,7650793,666918,5/26/2022,1
1600 BLOCK OF SE ELLIOTT AVE,22-258473,Property,Hosford-Abernethy,9/16/2022,1200,Motor Vehicle Theft,Motor Vehicle Theft,45.511133484,-122.646269151,7651966,679754,9/25/2022,1
1600 BLOCK OF SE ELLIS ST,22-903613,Property,Sellwood-Moreland,2/5/2022,0239,Larceny Offenses,All Other Larceny,45.482306679,-122.649010346,7650984,669266,2/7/2022,1
1600 BLOCK OF SE GRAND AVE,22-208845,Property,Hosford-Abernethy,8/4/2022,0551,Vandalism,Vandalism,45.511164785,-122.660845381,7648231,679865,8/4/2022,1
1600 BLOCK OF SE GRAND AVE,22-256148,Property,Hosford-Abernethy,9/22/2022,2328,Burglary,Burglary,45.511164390,-122.660720493,7648263,679864,9/22/2022,1
1600 BLOCK OF SE GRAND AVE,22-326999,Property,Hosford-Abernethy,12/10/2022,0131,Burglary,Burglary,45.511164390,-122.660720493,7648263,679864,12/10/2022,1
1600 BLOCK OF SE GRAND AVE,22-335913,Property,Hosford-Abernethy,12/19/2022,2258,Burglary,Burglary,45.511164390,-122.660720493,7648263,679864,12/19/2022,1
1600 BLOCK OF SE HAROLD ST,22-27312,Property,Sellwood-Moreland,1/28/2022,1900,Motor Vehicle Theft,Motor Vehicle Theft,45.483162903,-122.648999826,7650995,669578,1/29/2022,1
1600 BLOCK OF SE HAROLD ST,22-64778,Property,Sellwood-Moreland,2/13/2022,0649,Burglary,Burglary,45.483075094,-122.649000405,7650994,669546,3/10/2022,1
1600 BLOCK OF SE HAROLD ST,22-913552,Property,Sellwood-Moreland,5/9/2022,0800,Larceny Offenses,Theft From Building,45.483075094,-122.649000405,7650994,669546,5/12/2022,1
1600 BLOCK OF SE HAWTHORNE BLVD,22-63057,Property,Hosford-Abernethy,3/4/2022,1700,Burglary,Burglary,45.512149929,-122.648988480,7651279,680143,3/8/2022,1
1600 BLOCK OF SE HAWTHORNE BLVD,22-81118,Property,Hosford-Abernethy,3/26/2022,1659,Burglary,Burglary,45.512149929,-122.648988480,7651279,680143,3/26/2022,1
1600 BLOCK OF SE HAWTHORNE BLVD,22-134350,Property,Hosford-Abernethy,5/19/2022,1900,Motor Vehicle Theft,Motor Vehicle Theft,45.512149929,-122.648988480,7651279,680143,5/21/2022,1
1600 BLOCK OF SE HAWTHORNE BLVD,22-141682,Property,Hosford-Abernethy,5/28/2022,0100,Burglary,Burglary,45.512149929,-122.648988480,7651279,680143,5/28/2022,1
1600 BLOCK OF SE HAWTHORNE BLVD,22-325912,Property,Hosford-Abernethy,12/8/2022,0000,Larceny Offenses,Theft From Motor Vehicle,45.512149929,-122.648988480,7651279,680143,12/8/2022,1
1600 BLOCK OF SE HAWTHORNE BLVD,22-910278,Property,Hosford-Abernethy,4/12/2022,1745,Burglary,Burglary,45.512149929,-122.648988480,7651279,680143,4/13/2022,1
1600 BLOCK OF SE HAWTHORNE BLVD,22-916019,Property,Hosford-Abernethy,6/6/2022,0400,Larceny Offenses,Theft From Motor Vehicle,45.512149929,-122.648988480,7651279,680143,6/6/2022,1
1600 BLOCK OF SE HAWTHORNE BLVD,22-927397,Property,Hosford-Abernethy,9/29/2022,1140,Burglary,Burglary,45.512149929,-122.648988480,7651279,680143,9/29/2022,1
1600 BLOCK OF SE HOLLY ST,22-170317,Property,Hosford-Abernethy,6/24/2022,1159,Motor Vehicle Theft,Motor Vehicle Theft,45.511240032,-122.648641865,7651359,679809,6/26/2022,1
1600 BLOCK OF SE HOLLY ST,22-191884,Property,Hosford-Abernethy,7/18/2022,0115,Larceny Offenses,Theft From Motor Vehicle,45.511327840,-122.648641285,7651360,679841,7/18/2022,1
1600 BLOCK OF SE HOLLY ST,22-191884,Property,Hosford-Abernethy,7/18/2022,0115,Vandalism,Vandalism,45.511327840,-122.648641285,7651360,679841,7/18/2022,1
1600 BLOCK OF SE HOLLY ST,22-279709,Property,Hosford-Abernethy,10/16/2022,1530,Motor Vehicle Theft,Motor Vehicle Theft,45.511240032,-122.648641865,7651359,679809,10/18/2022,1
1600 BLOCK OF SE KNAPP ST,22-903145,Property,Sellwood-Moreland,2/1/2022,1905,Vandalism,Vandalism,45.471525894,-122.649203206,7650830,665338,2/1/2022,1
1600 BLOCK OF SE KNIGHT ST,22-272386,Property,Sellwood-Moreland,10/9/2022,0400,Motor Vehicle Theft,Motor Vehicle Theft,45.480055422,-122.648940803,7650980,668445,10/10/2022,1
1600 BLOCK OF SE LADD AVE,22-924995,Property,Hosford-Abernethy,9/4/2022,0200,Vandalism,Vandalism,45.510954822,-122.652299208,7650419,679730,9/4/2022,1
1600 BLOCK OF SE LADD AVE,22-930859,Property,Hosford-Abernethy,11/4/2022,1830,Vandalism,Vandalism,45.511016892,-122.652207906,7650443,679752,11/5/2022,1
