Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,OffenseCount
,19-X5232712,Person,Lents,1/1/2019,0615,Assault Offenses,Simple Assault,,,,,1/1/2019,1
,19-X5232715,Person,Montavilla,1/1/2019,0540,Assault Offenses,Simple Assault,,,,,1/1/2019,1
,19-X5232741,Person,Glenfair,1/1/2019,0052,Assault Offenses,Simple Assault,,,,,1/1/2019,1
,19-X5232744,Person,Glenfair,1/1/2019,0407,Assault Offenses,Simple Assault,,,,,1/1/2019,1
,19-X5232745,Person,Eliot,1/1/2019,0336,Assault Offenses,Simple Assault,,,,,1/1/2019,1
,19-X5232749,Person,Cully,1/1/2019,0235,Assault Offenses,Simple Assault,,,,,1/1/2019,1
,19-X5232750,Person,Parkrose,1/1/2019,0428,Assault Offenses,Simple Assault,,,,,1/1/2019,1
,19-X5232756,Person,Sullivan's Gulch,1/1/2019,0148,Assault Offenses,Simple Assault,,,,,1/1/2019,1
,19-X5232758,Person,Portsmouth,1/1/2019,0630,Assault Offenses,Simple Assault,,,,,1/1/2019,1
,19-X5232764,Person,Arbor Lodge,1/1/2019,1219,Assault Offenses,Simple Assault,,,,,1/1/2019,1
,19-X5232772,Person,Centennial,1/1/2019,0351,Assault Offenses,Aggravated Assault,,,,,1/1/2019,1
,19-X5232918,Person,Mt Scott-Arleta,1/1/2019,0151,Assault Offenses,Simple Assault,,,,,1/1/2019,3
,19-X5233087,Person,Hazelwood,1/1/2019,2028,Assault Offenses,Simple Assault,,,,,1/1/2019,1
,19-X5233090,Person,Powellhurst-Gilbert,1/1/2019,2045,Assault Offenses,Simple Assault,,,,,1/1/2019,1
,19-X5233196,Person,Brooklyn,1/1/2019,0200,Assault Offenses,Simple Assault,,,,,1/1/2019,2
,19-X5233239,Person,Brentwood-Darlington,1/1/2019,2326,Assault Offenses,Intimidation,,,,,1/1/2019,1
,19-X5233315,Person,Overlook,1/2/2019,1410,Assault Offenses,Simple Assault,,,,,1/2/2019,1
,19-X5233446,Person,Lents,1/2/2019,1952,Assault Offenses,Simple Assault,,,,,1/2/2019,1
,19-X5233497,Person,Northwest,1/2/2019,1437,Assault Offenses,Simple Assault,,,,,1/2/2019,1
,19-X5233505,Person,Powellhurst-Gilbert,1/2/2019,1611,Assault Offenses,Simple Assault,,,,,1/2/2019,1
,19-X5233513,Person,Lents,1/2/2019,1824,Assault Offenses,Simple Assault,,,,,1/2/2019,1
,19-X5233520,Person,Goose Hollow,1/3/2019,0051,Assault Offenses,Simple Assault,,,,,1/3/2019,1
,19-X5233672,Person,Cully,2/22/2018,1311,Sex Offenses,Sodomy,,,,,1/3/2019,1
,19-X5233688,Person,Old Town/Chinatown,1/2/2019,2331,Assault Offenses,Intimidation,,,,,1/2/2019,1
,19-X5233733,Person,Richmond,1/3/2019,0930,Assault Offenses,Aggravated Assault,,,,,1/3/2019,1
,19-X5233733,Person,Richmond,1/3/2019,0930,Human Trafficking Offenses,Commercial Sex Acts,,,,,1/3/2019,1
,19-X5233750,Person,Humboldt,1/3/2019,0754,Assault Offenses,Simple Assault,,,,,1/3/2019,1
,19-X5233784,Property,Buckman East,1/1/2019,0300,Vandalism,Vandalism,,,,,1/1/2019,1
,19-X5233813,Property,Concordia,1/1/2019,1546,Vandalism,Vandalism,,,,,1/1/2019,1
,19-X5233831,Person,Woodstock,1/3/2019,1450,Assault Offenses,Simple Assault,,,,,1/3/2019,1
,19-X5233835,Person,Powellhurst-Gilbert,1/3/2019,1521,Assault Offenses,Simple Assault,,,,,1/3/2019,1
,19-X5233846,Person,Parkrose Heights,1/3/2019,1836,Assault Offenses,Simple Assault,,,,,1/3/2019,1
,19-X5233876,Property,Portsmouth,12/29/2018,1000,Larceny Offenses,Theft From Building,,,,,1/1/2019,1
,19-X5233897,Person,Old Town/Chinatown,1/1/2019,1237,Sex Offenses,Fondling,,,,,1/1/2019,1
,19-X5233908,Person,Hazelwood,1/2/2019,2341,Assault Offenses,Aggravated Assault,,,,,1/3/2019,1
,19-X5233908,Society,Hazelwood,1/2/2019,2341,Weapon Law Violations,Weapons Law Violations,,,,,1/3/2019,1
,19-X5233916,Property,Rose City Park,1/1/2019,1030,Vandalism,Vandalism,,,,,1/1/2019,1
,19-X5233960,Person,Lents,1/1/2019,0147,Assault Offenses,Simple Assault,,,,,1/1/2019,1
,19-X5233986,Person,Cully,1/3/2019,0030,Assault Offenses,Aggravated Assault,,,,,1/3/2019,1
,19-X5233986,Property,Cully,1/3/2019,0030,Burglary,Burglary,,,,,1/3/2019,1
,19-X5234061,Person,Powellhurst-Gilbert,1/3/2019,1623,Assault Offenses,Aggravated Assault,,,,,1/3/2019,1
,19-X5234061,Property,Powellhurst-Gilbert,1/3/2019,1623,Vandalism,Vandalism,,,,,1/3/2019,1
,19-X5234067,Person,Buckman East,1/3/2019,1910,Assault Offenses,Simple Assault,,,,,1/3/2019,2
,19-X5234072,Person,Powellhurst-Gilbert,1/3/2019,1925,Assault Offenses,Simple Assault,,,,,1/3/2019,2
,19-X5234073,Property,Powellhurst-Gilbert,1/3/2019,1949,Vandalism,Vandalism,,,,,1/3/2019,1
,19-X5234096,Person,Buckman West,1/3/2019,2308,Assault Offenses,Simple Assault,,,,,1/4/2019,1
,19-X5234100,Person,Brentwood-Darlington,1/3/2019,1600,Assault Offenses,Simple Assault,,,,,1/4/2019,1
,19-X5234131,Person,Glenfair,1/4/2019,0505,Assault Offenses,Simple Assault,,,,,1/4/2019,1
,19-X5234159,Person,Humboldt,1/2/2019,0630,Sex Offenses,Rape,,,,,1/2/2019,1
,19-X5234235,Person,Centennial,1/3/2019,1500,Assault Offenses,Aggravated Assault,,,,,1/3/2019,1
,19-X5234278,Person,Brentwood-Darlington,1/4/2019,0040,Assault Offenses,Simple Assault,,,,,1/4/2019,1
,19-X5234287,Person,Arbor Lodge,1/4/2019,0715,Assault Offenses,Simple Assault,,,,,1/4/2019,1
,19-X5234291,Property,Rose City Park,1/3/2019,1900,Motor Vehicle Theft,Motor Vehicle Theft,,,,,1/4/2019,1
,19-X5234538,Person,Hayden Island,1/4/2019,1815,Assault Offenses,Simple Assault,,,,,1/4/2019,2
,19-X5234585,Property,Lents,12/31/2018,2140,Vandalism,Vandalism,,,,,1/1/2019,1
,19-X5234647,Person,Lloyd,1/4/2019,0306,Assault Offenses,Simple Assault,,,,,1/4/2019,1
,19-X5234661,Person,Lents,8/20/2014,1200,Sex Offenses,Fondling,,,,,1/4/2019,1
,19-X5234670,Person,Northwest,1/4/2019,1014,Sex Offenses,Rape,,,,,1/4/2019,1
,19-X5234672,Person,Powellhurst-Gilbert,1/4/2019,1720,Assault Offenses,Simple Assault,,,,,1/4/2019,1
,19-X5234672,Property,Powellhurst-Gilbert,1/4/2019,1720,Vandalism,Vandalism,,,,,1/4/2019,1
,19-X5234706,Person,Madison South,12/31/2018,0000,Assault Offenses,Intimidation,,,,,1/4/2019,1
,19-X5234725,Person,Rose City Park,1/4/2019,1536,Assault Offenses,Simple Assault,,,,,1/4/2019,2
,19-X5234771,Person,Old Town/Chinatown,1/5/2019,0110,Assault Offenses,Simple Assault,,,,,1/5/2019,1
,19-X5234807,Person,Humboldt,1/5/2019,0008,Assault Offenses,Simple Assault,,,,,1/5/2019,1
,19-X5234813,Person,Powellhurst-Gilbert,1/5/2019,0218,Assault Offenses,Simple Assault,,,,,1/5/2019,1
,19-X5234895,Property,Woodlawn,1/4/2019,1437,Burglary,Burglary,,,,,1/4/2019,1
,19-X5234936,Person,Foster-Powell,1/4/2019,1534,Assault Offenses,Simple Assault,,,,,1/4/2019,1
,19-X5234974,Person,Parkrose,1/5/2019,0138,Assault Offenses,Simple Assault,,,,,1/5/2019,1
,19-X5234992,Person,Old Town/Chinatown,1/5/2019,1140,Assault Offenses,Simple Assault,,,,,1/5/2019,1
,19-X5234993,Person,Centennial,1/2/2019,2230,Assault Offenses,Simple Assault,,,,,1/5/2019,1
,19-X5234993,Property,Centennial,1/2/2019,2230,Vandalism,Vandalism,,,,,1/5/2019,1
,19-X5234999,Person,Cully,1/5/2019,1232,Assault Offenses,Simple Assault,,,,,1/5/2019,1
,19-X5235064,Person,Portsmouth,1/5/2019,1736,Assault Offenses,Aggravated Assault,,,,,1/5/2019,1
,19-X5235066,Person,Madison South,1/4/2019,0100,Sex Offenses,Rape,,,,,1/4/2019,1
,19-X5235093,Person,Montavilla,1/5/2019,0130,Assault Offenses,Aggravated Assault,,,,,1/5/2019,1
,19-X5235134,Person,Powellhurst-Gilbert,1/5/2019,2333,Assault Offenses,Simple Assault,,,,,1/5/2019,2
,19-X5235156,Person,Old Town/Chinatown,1/2/2019,1800,Sex Offenses,Sodomy,,,,,1/4/2019,1
,19-X5235161,Person,Kerns,1/4/2019,2010,Assault Offenses,Intimidation,,,,,1/4/2019,1
,19-X5235220,Person,Buckman East,1/5/2019,1757,Assault Offenses,Simple Assault,,,,,1/5/2019,1
,19-X5235249,Person,Brentwood-Darlington,1/4/2019,1604,Sex Offenses,Rape,,,,,1/4/2019,1
,19-X5235316,Person,North Tabor,1/3/2019,1409,Sex Offenses,Fondling,,,,,1/3/2019,1
,19-X5235319,Person,Powellhurst-Gilbert,1/5/2019,1933,Assault Offenses,Simple Assault,,,,,1/5/2019,1
,19-X5235321,Person,Centennial,1/5/2019,2055,Assault Offenses,Simple Assault,,,,,1/5/2019,1
,19-X5235351,Person,Buckman West,12/16/2018,0300,Sex Offenses,Rape,,,,,1/5/2019,1
,19-X5235359,Person,Piedmont,1/5/2019,0303,Assault Offenses,Aggravated Assault,,,,,1/5/2019,3
,19-X5235359,Society,Piedmont,1/5/2019,0303,Weapon Law Violations,Weapons Law Violations,,,,,1/5/2019,1
,19-X5235451,Person,Powellhurst-Gilbert,1/6/2019,0241,Assault Offenses,Simple Assault,,,,,1/6/2019,1
,19-X5235457,Person,Sabin,1/6/2019,1347,Assault Offenses,Intimidation,,,,,1/6/2019,1
,19-X5235545,Person,Old Town/Chinatown,1/6/2019,1600,Assault Offenses,Simple Assault,,,,,1/6/2019,1
,19-X5235570,Person,Lents,1/6/2019,1235,Assault Offenses,Simple Assault,,,,,1/6/2019,1
,19-X5235570,Property,Lents,1/6/2019,1235,Burglary,Burglary,,,,,1/6/2019,1
,19-X5235643,Person,Hazelwood,1/6/2019,1420,Assault Offenses,Aggravated Assault,,,,,1/6/2019,1
,19-X5235777,Person,Richmond,1/5/2019,0400,Sex Offenses,Rape,,,,,1/5/2019,1
,19-X5235806,Person,Downtown,1/7/2019,0811,Assault Offenses,Aggravated Assault,,,,,1/7/2019,1
,19-X5235854,Person,Parkrose Heights,1/7/2019,0945,Assault Offenses,Simple Assault,,,,,1/7/2019,1
,19-X5235859,Person,Lents,1/6/2019,2000,Assault Offenses,Simple Assault,,,,,1/7/2019,1
,19-X5235863,Person,Portsmouth,1/7/2019,1140,Assault Offenses,Simple Assault,,,,,1/7/2019,1
,19-X5235864,Person,Sellwood-Moreland,1/3/2019,2330,Assault Offenses,Simple Assault,,,,,1/7/2019,1
,19-X5235866,Person,Eliot,1/7/2019,1400,Assault Offenses,Simple Assault,,,,,1/7/2019,1
,19-X5235904,Person,Powellhurst-Gilbert,1/4/2019,1839,Assault Offenses,Simple Assault,,,,,1/4/2019,1
,19-X5235962,Person,Old Town/Chinatown,1/6/2019,0246,Assault Offenses,Simple Assault,,,,,1/6/2019,1
,19-X5235976,Person,Powellhurst-Gilbert,1/6/2019,1104,Assault Offenses,Simple Assault,,,,,1/6/2019,1
,19-X5236071,Person,Powellhurst-Gilbert,1/8/2019,0037,Assault Offenses,Simple Assault,,,,,1/8/2019,1
,19-X5236094,Person,Downtown,1/6/2019,0900,Sex Offenses,Rape,,,,,1/7/2019,1
,19-X5236181,Person,Cully,1/8/2019,1000,Assault Offenses,Intimidation,,,,,1/8/2019,1
,19-X5236193,Person,Ashcreek,1/7/2019,1341,Sex Offenses,Fondling,,,,,1/7/2019,1
,19-X5236272,Person,Hazelwood,1/7/2019,1800,Assault Offenses,Simple Assault,,,,,1/7/2019,1
,19-X5236272,Property,Hazelwood,1/7/2019,1800,Vandalism,Vandalism,,,,,1/7/2019,1
,19-X5236278,Person,Eliot,1/7/2019,1300,Sex Offenses,Rape,,,,,1/8/2019,1
,19-X5236336,Person,Centennial,7/9/2018,0001,Sex Offenses,Fondling,,,,,1/7/2019,2
,19-X5236336,Person,Centennial,7/9/2018,0001,Sex Offenses,Rape,,,,,1/7/2019,1
,19-X5236336,Person,Centennial,7/9/2018,0001,Sex Offenses,Sexual Assault With An Object,,,,,1/7/2019,1
,19-X5236336,Person,Centennial,7/9/2018,0001,Sex Offenses,Sodomy,,,,,1/7/2019,2
,19-X5236353,Person,Lloyd,12/7/2018,0000,Sex Offenses,Fondling,,,,,1/7/2019,1
,19-X5236437,Person,Argay,1/7/2019,2336,Assault Offenses,Aggravated Assault,,,,,1/7/2019,1
,19-X5236591,Person,Downtown,1/8/2019,1944,Assault Offenses,Simple Assault,,,,,1/8/2019,1
,19-X5236729,Person,Maplewood,1/8/2019,0800,Sex Offenses,Rape,,,,,1/8/2019,1
,19-X5236735,Property,Sunnyside,1/8/2019,1600,Robbery,Robbery,,,,,1/8/2019,1
,19-X5236796,Person,Mill Park,1/8/2019,2100,Assault Offenses,Aggravated Assault,,,,,1/9/2019,1
,19-X5236849,Person,St Johns,1/7/2019,1900,Assault Offenses,Intimidation,,,,,1/8/2019,1
,19-X5236866,Person,Wilkes,1/5/2019,2130,Assault Offenses,Simple Assault,,,,,1/8/2019,1
,19-X5236884,Property,Montavilla,1/8/2019,1800,Larceny Offenses,All Other Larceny,,,,,1/8/2019,1
,19-X5236888,Person,Old Town/Chinatown,1/9/2019,1042,Assault Offenses,Simple Assault,,,,,1/9/2019,1
,19-X5236999,Person,Hayden Island,1/1/2018,0000,Sex Offenses,Rape,,,,,1/9/2019,1
,19-X5237059,Person,Foster-Powell,1/9/2019,1720,Assault Offenses,Simple Assault,,,,,1/9/2019,1
,19-X5237097,Property,Rose City Park,12/6/2018,0800,Larceny Offenses,All Other Larceny,,,,,1/7/2019,1
,19-X5237114,Person,Portsmouth,1/9/2019,2100,Sex Offenses,Rape,,,,,1/9/2019,1
,19-X5237202,Person,Eliot,1/9/2019,1955,Sex Offenses,Rape,,,,,1/9/2019,1
,19-X5237233,Property,Reed,1/9/2019,2147,Robbery,Robbery,,,,,1/9/2019,1
,19-X5237364,Person,Mt Scott-Arleta,1/8/2019,1700,Sex Offenses,Rape,,,,,1/10/2019,1
,19-X5237367,Person,Wilkes,1/10/2019,0901,Assault Offenses,Simple Assault,,,,,1/10/2019,1
,19-X5237401,Person,Lloyd,1/9/2019,1600,Assault Offenses,Simple Assault,,,,,1/10/2019,1
,19-X5237460,Property,South Tabor,1/8/2019,1206,Larceny Offenses,All Other Larceny,,,,,1/8/2019,1
,19-X5237498,Property,Cully,1/8/2019,2303,Vandalism,Vandalism,,,,,1/8/2019,1
,19-X5237516,Property,Woodlawn,1/9/2019,0915,Vandalism,Vandalism,,,,,1/9/2019,1
,19-X5237541,Person,Brooklyn,1/10/2019,1630,Assault Offenses,Aggravated Assault,,,,,1/10/2019,1
,19-X5237541,Person,Brooklyn,1/10/2019,1630,Assault Offenses,Simple Assault,,,,,1/10/2019,2
,19-X5237541,Property,Brooklyn,1/10/2019,1630,Larceny Offenses,All Other Larceny,,,,,1/10/2019,1
,19-X5237544,Property,Cully,11/15/2018,0800,Vandalism,Vandalism,,,,,1/9/2019,1
,19-X5237701,Person,Lents,1/10/2019,1554,Assault Offenses,Simple Assault,,,,,1/10/2019,1
,19-X5237701,Society,Lents,1/10/2019,1554,Drug/Narcotic Offenses,Drug/Narcotic Violations,,,,,1/10/2019,1
,19-X5237702,Person,Powellhurst-Gilbert,1/10/2019,2215,Assault Offenses,Simple Assault,,,,,1/10/2019,1
,19-X5237774,Person,Kenton,1/11/2019,0036,Assault Offenses,Simple Assault,,,,,1/11/2019,1
,19-X5237775,Person,Downtown,1/11/2019,0233,Assault Offenses,Simple Assault,,,,,1/11/2019,1
,19-X5237810,Person,,1/10/2015,1100,Human Trafficking Offenses,Commercial Sex Acts,,,,,1/10/2019,1
,19-X5237940,Person,Lents,1/11/2019,0822,Assault Offenses,Simple Assault,,,,,1/11/2019,1
,19-X5237981,Person,Foster-Powell,1/11/2019,1033,Assault Offenses,Simple Assault,,,,,1/11/2019,1
,19-X5237981,Society,Foster-Powell,1/11/2019,1033,Drug/Narcotic Offenses,Drug/Narcotic Violations,,,,,1/11/2019,1
,19-X5238083,Person,Cathedral Park,1/11/2019,1700,Assault Offenses,Intimidation,,,,,1/11/2019,1
,19-X5238111,Property,Hosford-Abernethy,1/11/2019,2156,Robbery,Robbery,,,,,1/11/2019,1
,19-X5238120,Person,Eastmoreland,1/11/2019,2211,Assault Offenses,Simple Assault,,,,,1/11/2019,1
,19-X5238126,Property,Portsmouth,1/9/2019,1850,Vandalism,Vandalism,,,,,1/9/2019,1
,19-X5238126,Society,Portsmouth,1/9/2019,1850,Weapon Law Violations,Weapons Law Violations,,,,,1/9/2019,1
,19-X5238152,Person,Sunnyside,1/11/2019,2348,Assault Offenses,Simple Assault,,,,,1/12/2019,1
,19-X5238155,Person,Wilkes,1/11/2019,1937,Assault Offenses,Simple Assault,,,,,1/11/2019,1
,19-X5238158,Person,Powellhurst-Gilbert,1/12/2019,0012,Assault Offenses,Simple Assault,,,,,1/12/2019,1
,19-X5238158,Property,Powellhurst-Gilbert,1/12/2019,0012,Vandalism,Vandalism,,,,,1/12/2019,1
,19-X5238185,Person,Powellhurst-Gilbert,1/10/2019,1449,Assault Offenses,Intimidation,,,,,1/10/2019,1
,19-X5238185,Property,Powellhurst-Gilbert,1/10/2019,1449,Vandalism,Vandalism,,,,,1/10/2019,1
,19-X5238283,Person,Richmond,1/11/2019,1639,Assault Offenses,Simple Assault,,,,,1/11/2019,1
,19-X5238333,Person,Hollywood,1/10/2019,1640,Assault Offenses,Intimidation,,,,,1/10/2019,1
,19-X5238339,Person,Northwest,1/11/2019,1540,Homicide Offenses,Murder and Non-negligent Manslaughter,,,,,1/11/2019,1
,19-X5238396,Person,Sunderland,1/8/2019,1200,Assault Offenses,Simple Assault,,,,,1/12/2019,1
,19-X5238405,Person,Kenton,1/12/2019,0441,Assault Offenses,Aggravated Assault,,,,,1/12/2019,1
,19-X5238443,Person,Lents,1/12/2019,1318,Sex Offenses,Fondling,,,,,1/12/2019,1
,19-X5238443,Society,Lents,1/12/2019,1318,Drug/Narcotic Offenses,Drug/Narcotic Violations,,,,,1/12/2019,1
,19-X5238461,Person,Richmond,1/11/2019,1556,Assault Offenses,Simple Assault,,,,,1/11/2019,1
,19-X5238522,Person,Powellhurst-Gilbert,1/12/2019,1521,Assault Offenses,Simple Assault,,,,,1/12/2019,1
,19-X5238543,Person,Piedmont,7/12/2016,0000,Sex Offenses,Fondling,,,,,1/1/2019,1
,19-X5238546,Person,Piedmont,1/12/2019,1630,Assault Offenses,Simple Assault,,,,,1/12/2019,1
,19-X5238598,Person,Centennial,1/13/2019,0149,Assault Offenses,Aggravated Assault,,,,,1/13/2019,1
,19-X5238614,Person,Laurelhurst,1/13/2019,0109,Assault Offenses,Simple Assault,,,,,1/13/2019,1
,19-X5238637,Person,Sullivan's Gulch,1/10/2019,1837,Assault Offenses,Simple Assault,,,,,1/10/2019,1
,19-X5238648,Person,Buckman West,1/12/2019,1804,Assault Offenses,Simple Assault,,,,,1/12/2019,1
,19-X5238653,Person,Centennial,1/12/2019,2119,Assault Offenses,Simple Assault,,,,,1/12/2019,1
,19-X5238671,Person,Lents,1/12/2019,0141,Assault Offenses,Simple Assault,,,,,1/12/2019,1
,19-X5238714,Person,Brentwood-Darlington,1/13/2019,0127,Assault Offenses,Aggravated Assault,,,,,1/13/2019,3
,19-X5238714,Society,Brentwood-Darlington,1/13/2019,0127,Weapon Law Violations,Weapons Law Violations,,,,,1/13/2019,1
,19-X5238776,Society,Montavilla,1/8/2019,1200,Pornography/Obscene Material,Pornography/Obscene Material,,,,,1/9/2019,1
,19-X5238803,Person,South Portland,1/11/2019,1342,Assault Offenses,Simple Assault,,,,,1/11/2019,1
,19-X5238808,Person,Mt Scott-Arleta,1/12/2019,0001,Assault Offenses,Aggravated Assault,,,,,1/12/2019,1
,19-X5238810,Person,Richmond,1/12/2019,1644,Assault Offenses,Simple Assault,,,,,1/12/2019,2
,19-X5238819,Person,King,1/13/2019,0710,Assault Offenses,Simple Assault,,,,,1/13/2019,1
,19-X5238823,Person,King,1/12/2019,1430,Assault Offenses,Simple Assault,,,,,1/13/2019,1
,19-X5238824,Person,,1/12/2019,2200,Assault Offenses,Simple Assault,,,,,1/13/2019,1
,19-X5238834,Person,Hayhurst,1/21/2016,0000,Assault Offenses,Simple Assault,,,,,1/8/2019,1
,19-X5238837,Person,Lents,1/13/2019,1254,Assault Offenses,Simple Assault,,,,,1/13/2019,1
,19-X5238858,Person,Powellhurst-Gilbert,1/13/2019,0140,Assault Offenses,Simple Assault,,,,,1/13/2019,1
,19-X5238878,Person,Powellhurst-Gilbert,1/12/2019,1605,Assault Offenses,Aggravated Assault,,,,,1/12/2019,1
,19-X5238965,Person,Irvington,1/13/2019,1430,Assault Offenses,Simple Assault,,,,,1/13/2019,1
,19-X5238969,Person,East Columbia,1/14/2019,0328,Assault Offenses,Simple Assault,,,,,1/14/2019,1
,19-X5238971,Person,Brooklyn,1/14/2019,0512,Assault Offenses,Simple Assault,,,,,1/14/2019,1
,19-X5239040,Person,Overlook,1/14/2019,0910,Assault Offenses,Simple Assault,,,,,1/14/2019,1
,19-X5239058,Person,Foster-Powell,1/14/2019,0915,Assault Offenses,Simple Assault,,,,,1/14/2019,1
,19-X5239080,Person,Buckman East,12/27/2018,0000,Assault Offenses,Simple Assault,,,,,1/14/2019,1
,19-X5239129,Person,Sullivan's Gulch,1/13/2019,0041,Assault Offenses,Aggravated Assault,,,,,1/13/2019,1
,19-X5239129,Property,Sullivan's Gulch,1/13/2019,0041,Vandalism,Vandalism,,,,,1/13/2019,1
,19-X5239140,Person,Buckman West,1/12/2019,2116,Sex Offenses,Fondling,,,,,1/12/2019,1
,19-X5239192,Person,Hazelwood,1/14/2019,1917,Assault Offenses,Simple Assault,,,,,1/14/2019,1
,19-X5239193,Person,East Columbia,1/14/2019,2107,Assault Offenses,Simple Assault,,,,,1/14/2019,1
,19-X5239203,Person,Powellhurst-Gilbert,1/14/2019,1450,Assault Offenses,Simple Assault,,,,,1/14/2019,1
,19-X5239207,Person,Humboldt,1/14/2019,1520,Assault Offenses,Aggravated Assault,,,,,1/14/2019,1
,19-X5239207,Person,Humboldt,1/14/2019,1520,Assault Offenses,Simple Assault,,,,,1/14/2019,1
,19-X5239209,Person,King,12/25/2018,2230,Assault Offenses,Simple Assault,,,,,1/14/2019,1
,19-X5239209,Property,King,12/25/2018,2230,Vandalism,Vandalism,,,,,1/14/2019,1
,19-X5239212,Property,Parkrose,1/12/2019,1630,Vandalism,Vandalism,,,,,1/12/2019,1
,19-X5239214,Person,Kenton,1/14/2019,2120,Assault Offenses,Simple Assault,,,,,1/14/2019,1
,19-X5239216,Person,Arbor Lodge,1/12/2019,1739,Assault Offenses,Simple Assault,,,,,1/12/2019,2
,19-X5239233,Person,Downtown,1/15/2019,0044,Assault Offenses,Simple Assault,,,,,1/15/2019,1
,19-X5239259,Society,Boise,1/12/2019,1937,Weapon Law Violations,Weapons Law Violations,,,,,1/12/2019,1
,19-X5239308,Person,Goose Hollow,1/15/2019,0006,Sex Offenses,Rape,,,,,1/15/2019,1
,19-X5239316,Person,Centennial,1/13/2019,1340,Assault Offenses,Intimidation,,,,,1/13/2019,1
,19-X5239403,Person,Mt Scott-Arleta,1/15/2019,0833,Assault Offenses,Simple Assault,,,,,1/15/2019,1
,19-X5239411,Person,Mill Park,1/15/2019,1150,Assault Offenses,Aggravated Assault,,,,,1/15/2019,1
,19-X5239412,Person,Maplewood,1/14/2019,1931,Assault Offenses,Simple Assault,,,,,1/14/2019,2
,19-X5239422,Person,Powellhurst-Gilbert,1/15/2019,0755,Assault Offenses,Simple Assault,,,,,1/15/2019,1
,19-X5239429,Person,Lents,1/15/2019,0705,Assault Offenses,Simple Assault,,,,,1/15/2019,1
,19-X5239450,Person,Parkrose,1/3/2019,0900,Assault Offenses,Intimidation,,,,,1/8/2019,1
,19-X5239450,Property,Parkrose,1/3/2019,0900,Burglary,Burglary,,,,,1/8/2019,1
,19-X5239566,Person,East Columbia,1/13/2019,1800,Sex Offenses,Fondling,,,,,1/13/2019,1
,19-X5239755,Property,South Portland,1/16/2019,0230,Robbery,Robbery,,,,,1/16/2019,1
,19-X5239805,Person,Multnomah,1/5/2019,0515,Sex Offenses,Rape,,,,,1/15/2019,2
,19-X5239811,Person,Portsmouth,1/16/2019,0626,Assault Offenses,Simple Assault,,,,,1/16/2019,1
,19-X5239921,Person,Cully,1/16/2019,0442,Assault Offenses,Simple Assault,,,,,1/16/2019,1
,19-X5240009,Property,Richmond,1/12/2019,1908,Fraud Offenses,False Pretenses/Swindle/Confidence Game,,,,,1/12/2019,1
,19-X5240015,Property,Lloyd,1/11/2019,2330,Larceny Offenses,All Other Larceny,,,,,1/12/2019,1
,19-X5240031,Person,Cully,1/14/2019,1616,Assault Offenses,Simple Assault,,,,,1/14/2019,1
,19-X5240031,Property,Cully,1/14/2019,1616,Larceny Offenses,All Other Larceny,,,,,1/14/2019,1
,19-X5240048,Person,Brentwood-Darlington,1/16/2019,1600,Assault Offenses,Simple Assault,,,,,1/16/2019,1
,19-X5240050,Person,Downtown,12/20/2018,1600,Assault Offenses,Simple Assault,,,,,1/16/2019,1
,19-X5240056,Person,Glenfair,1/16/2019,2120,Assault Offenses,Simple Assault,,,,,1/16/2019,1
,19-X5240058,Person,Lents,1/16/2019,2155,Assault Offenses,Simple Assault,,,,,1/16/2019,1
,19-X5240135,Person,Northwest,10/1/2018,1000,Sex Offenses,Rape,,,,,1/15/2019,1
,19-X5240174,Person,South Portland,1/13/2019,0400,Sex Offenses,Sexual Assault With An Object,,,,,1/13/2019,1
,19-X5240217,Person,Hazelwood,1/13/2019,1403,Assault Offenses,Simple Assault,,,,,1/13/2019,1
,19-X5240221,Person,Eliot,7/11/2018,1100,Sex Offenses,Sodomy,,,,,1/16/2019,1
,19-X5240244,Person,Pleasant Valley,1/16/2019,1620,Assault Offenses,Intimidation,,,,,1/16/2019,1
,19-X5240311,Person,Hosford-Abernethy,1/17/2019,1208,Assault Offenses,Simple Assault,,,,,1/17/2019,2
,19-X5240318,Person,Old Town/Chinatown,1/17/2019,0930,Assault Offenses,Simple Assault,,,,,1/17/2019,1
,19-X5240320,Property,Powellhurst-Gilbert,1/13/2019,1719,Larceny Offenses,Theft From Building,,,,,1/13/2019,1
,19-X5240479,Person,Portsmouth,1/17/2019,1830,Assault Offenses,Simple Assault,,,,,1/17/2019,1
,19-X5240620,Person,Downtown,1/17/2019,2200,Kidnapping/Abduction,Kidnapping/Abduction,,,,,1/18/2019,1
,19-X5240665,Person,Overlook,1/17/2019,0130,Sex Offenses,Sexual Assault With An Object,,,,,1/17/2019,1
,19-X5240685,Person,Glenfair,1/16/2019,1500,Assault Offenses,Simple Assault,,,,,1/17/2019,1
,19-X5240759,Person,Northwest,1/13/2019,1959,Assault Offenses,Simple Assault,,,,,1/13/2019,1
,19-X5240759,Person,Northwest,1/13/2019,1959,Sex Offenses,Rape,,,,,1/13/2019,1
,19-X5240799,Person,King,1/17/2019,2015,Assault Offenses,Simple Assault,,,,,1/17/2019,1
