Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,OffenseCount
,20-X5400145,Person,Hazelwood,1/4/2020,1625,Sex Offenses,Sodomy,,,,,1/4/2020,1
,20-X5400199,Person,Brentwood-Darlington,1/6/2020,1328,Assault Offenses,Aggravated Assault,,,,,1/6/2020,1
,20-X5400300,Person,Brentwood-Darlington,1/4/2020,2020,Assault Offenses,Simple Assault,,,,,1/4/2020,1
,20-X5400308,Person,Woodstock,1/5/2020,2220,Assault Offenses,Aggravated Assault,,,,,1/5/2020,1
,20-X5400315,Person,Parkrose,1/6/2020,2144,Assault Offenses,Simple Assault,,,,,1/6/2020,1
,20-X5400316,Society,Pearl,1/6/2020,2203,Drug/Narcotic Offenses,Drug/Narcotic Violations,,,,,1/6/2020,1
,20-X5400340,Person,Hazelwood,1/7/2020,0309,Assault Offenses,Simple Assault,,,,,1/7/2020,1
,20-X5400345,Property,Powellhurst-Gilbert,1/7/2020,0034,Vandalism,Vandalism,,,,,1/7/2020,1
,20-X5400403,Person,Northwest,12/26/2019,1630,Assault Offenses,Simple Assault,,,,,1/6/2020,1
,20-X5400403,Property,Northwest,12/26/2019,1630,Larceny Offenses,Theft From Motor Vehicle,,,,,1/6/2020,1
,20-X5400406,Person,Eliot,1/7/2020,0010,Assault Offenses,Simple Assault,,,,,1/7/2020,1
,20-X5400449,Person,Hazelwood,1/4/2020,1625,Sex Offenses,Sodomy,,,,,1/4/2020,1
,20-X5400453,Person,Centennial,12/27/2019,1100,Sex Offenses,Fondling,,,,,1/2/2020,1
,20-X5400478,Person,East Columbia,1/7/2020,1150,Assault Offenses,Simple Assault,,,,,1/7/2020,1
,20-X5400486,Person,King,1/5/2020,1320,Assault Offenses,Simple Assault,,,,,1/5/2020,2
,20-X5400500,Person,Wilkes,1/7/2020,1340,Assault Offenses,Simple Assault,,,,,1/7/2020,1
,20-X5400508,Person,Boise,1/7/2020,1511,Assault Offenses,Simple Assault,,,,,1/7/2020,1
,20-X5400527,Person,Hazelwood,1/7/2020,1657,Assault Offenses,Simple Assault,,,,,1/7/2020,1
,20-X5400559,Person,Woodstock,1/7/2020,1919,Assault Offenses,Simple Assault,,,,,1/7/2020,1
,20-X5400619,Person,Northwest,1/7/2020,1945,Assault Offenses,Aggravated Assault,,,,,1/7/2020,1
,20-X5400619,Person,Northwest,1/7/2020,1945,Kidnapping/Abduction,Kidnapping/Abduction,,,,,1/7/2020,1
,20-X5400669,Person,Powellhurst-Gilbert,1/7/2020,2300,Assault Offenses,Simple Assault,,,,,1/7/2020,1
,20-X5400677,Person,Old Town/Chinatown,1/7/2020,2321,Kidnapping/Abduction,Kidnapping/Abduction,,,,,1/7/2020,1
,20-X5400677,Person,Old Town/Chinatown,1/7/2020,2321,Sex Offenses,Rape,,,,,1/7/2020,1
,20-X5400677,Society,Old Town/Chinatown,1/7/2020,2321,Drug/Narcotic Offenses,Drug/Narcotic Violations,,,,,1/7/2020,1
,20-X5400681,Person,Hazelwood,1/7/2020,2152,Assault Offenses,Simple Assault,,,,,1/7/2020,1
,20-X5400713,Person,,1/2/2020,1205,Sex Offenses,Fondling,,,,,1/2/2020,1
,20-X5400741,Person,Concordia,12/31/2019,0430,Sex Offenses,Rape,,,,,1/6/2020,1
,20-X5400859,Person,Hazelwood,1/8/2020,0909,Assault Offenses,Simple Assault,,,,,1/8/2020,1
,20-X5400870,Person,Powellhurst-Gilbert,1/8/2020,1402,Assault Offenses,Simple Assault,,,,,1/8/2020,1
,20-X5400968,Person,,1/8/2020,1635,Assault Offenses,Simple Assault,,,,,1/8/2020,1
,20-X5400968,Property,,1/8/2020,1635,Fraud Offenses,False Pretenses/Swindle/Confidence Game,,,,,1/8/2020,1
,20-X5400969,Property,Cully,1/8/2020,1952,Vandalism,Vandalism,,,,,1/8/2020,1
,20-X5401000,Person,Centennial,1/9/2020,0055,Assault Offenses,Simple Assault,,,,,1/9/2020,1
,20-X5401031,Person,Centennial,1/5/2020,1701,Assault Offenses,Simple Assault,,,,,1/5/2020,1
,20-X5401074,Person,Lents,1/9/2020,0805,Assault Offenses,Intimidation,,,,,1/9/2020,1
,20-X5401098,Person,Mt Scott-Arleta,1/9/2020,0743,Assault Offenses,Aggravated Assault,,,,,1/9/2020,1
,20-X5401232,Person,Brentwood-Darlington,1/8/2020,2034,Assault Offenses,Simple Assault,,,,,1/8/2020,1
,20-X5401234,Person,Powellhurst-Gilbert,12/24/2019,1530,Assault Offenses,Simple Assault,,,,,1/8/2020,1
,20-X5401300,Property,East Columbia,1/2/2020,1930,Counterfeiting/Forgery,Counterfeiting/Forgery,,,,,1/2/2020,1
,20-X5401343,Person,Powellhurst-Gilbert,1/10/2020,0001,Assault Offenses,Simple Assault,,,,,1/10/2020,1
,20-X5401397,Person,Sunnyside,1/3/2020,0300,Sex Offenses,Rape,,,,,1/5/2020,1
,20-X5401411,Person,Mill Park,1/9/2020,1823,Assault Offenses,Aggravated Assault,,,,,1/9/2020,2
,20-X5401414,Person,Mt Tabor,1/5/2020,1310,Sex Offenses,Fondling,,,,,1/5/2020,1
,20-X5401416,Person,South Tabor,1/8/2020,1115,Assault Offenses,Intimidation,,,,,1/8/2020,1
,20-X5401419,Society,Powellhurst-Gilbert,1/6/2020,1800,Weapon Law Violations,Weapons Law Violations,,,,,1/8/2020,1
,20-X5401433,Person,Hazelwood,1/2/2020,1806,Assault Offenses,Simple Assault,,,,,1/2/2020,1
,20-X5401440,Person,East Columbia,1/9/2020,2038,Assault Offenses,Simple Assault,,,,,1/9/2020,1
,20-X5401445,Person,Parkrose,1/9/2020,0800,Assault Offenses,Intimidation,,,,,1/9/2020,1
,20-X5401451,Person,Hazelwood,1/9/2020,2313,Assault Offenses,Aggravated Assault,,,,,1/9/2020,1
,20-X5401453,Person,Hazelwood,1/10/2020,0503,Assault Offenses,Simple Assault,,,,,1/10/2020,2
,20-X5401463,Person,Centennial,1/9/2020,1317,Assault Offenses,Simple Assault,,,,,1/9/2020,1
,20-X5401468,Person,Hosford-Abernethy,1/10/2020,0822,Assault Offenses,Simple Assault,,,,,1/10/2020,1
,20-X5401608,Property,Lents,1/2/2020,1115,Larceny Offenses,All Other Larceny,,,,,1/2/2020,1
,20-X5401614,Property,Brentwood-Darlington,12/30/2019,1200,Larceny Offenses,All Other Larceny,,,,,1/2/2020,1
,20-X5401764,Person,Concordia,1/10/2020,1815,Assault Offenses,Aggravated Assault,,,,,1/10/2020,1
,20-X5401784,Property,Lents,1/2/2020,2157,Larceny Offenses,All Other Larceny,,,,,1/2/2020,1
,20-X5401807,Person,Centennial,11/15/2019,1400,Sex Offenses,Fondling,,,,,1/3/2020,1
,20-X5401810,Person,Portsmouth,1/11/2020,0103,Assault Offenses,Aggravated Assault,,,,,1/11/2020,1
,20-X5401814,Person,Powellhurst-Gilbert,1/11/2020,0025,Assault Offenses,Simple Assault,,,,,1/11/2020,1
,20-X5401908,Person,King,1/5/2020,1445,Assault Offenses,Aggravated Assault,,,,,1/5/2020,1
,20-X5401914,Property,Downtown,1/4/2020,1145,Larceny Offenses,Theft From Motor Vehicle,,,,,1/4/2020,1
,20-X5402043,Person,Hollywood,10/1/2019,0500,Sex Offenses,Fondling,,,,,1/3/2020,1
,20-X5402043,Property,Hollywood,10/1/2019,0500,Larceny Offenses,Theft From Building,,,,,1/3/2020,1
,20-X5402069,Property,Lents,1/2/2020,2145,Larceny Offenses,All Other Larceny,,,,,1/3/2020,1
,20-X5402123,Property,North Tabor,1/10/2020,2300,Vandalism,Vandalism,,,,,1/11/2020,1
,20-X5402134,Person,Eliot,1/3/2020,2202,Sex Offenses,Fondling,,,,,1/3/2020,1
,20-X5402139,Person,Hillsdale,1/9/2020,1900,Assault Offenses,Aggravated Assault,,,,,1/11/2020,1
,20-X5402139,Property,Hillsdale,1/9/2020,1900,Burglary,Burglary,,,,,1/11/2020,1
,20-X5402246,Person,Downtown,1/4/2020,1718,Sex Offenses,Fondling,,,,,1/4/2020,1
,20-X5402295,Person,Centennial,1/11/2020,1344,Assault Offenses,Simple Assault,,,,,1/11/2020,1
,20-X5402305,Person,Powellhurst-Gilbert,1/11/2020,1810,Assault Offenses,Simple Assault,,,,,1/11/2020,1
,20-X5402325,Person,Concordia,1/11/2020,2342,Assault Offenses,Aggravated Assault,,,,,1/12/2020,1
,20-X5402346,Person,Powellhurst-Gilbert,1/11/2020,1724,Assault Offenses,Simple Assault,,,,,1/11/2020,1
,20-X5402358,Person,,1/11/2020,1438,Assault Offenses,Simple Assault,,,,,1/11/2020,1
,20-X5402367,Person,Centennial,1/11/2020,2229,Assault Offenses,Simple Assault,,,,,1/11/2020,2
,20-X5402485,Person,Centennial,1/11/2020,2243,Assault Offenses,Simple Assault,,,,,1/11/2020,1
,20-X5402486,Person,South Portland,1/12/2020,0156,Assault Offenses,Simple Assault,,,,,1/12/2020,1
,20-X5402493,Person,Northwest,1/12/2020,0242,Assault Offenses,Simple Assault,,,,,1/12/2020,1
,20-X5402504,Person,Cully,1/10/2020,1915,Assault Offenses,Simple Assault,,,,,1/10/2020,1
,20-X5402513,Person,Powellhurst-Gilbert,1/10/2020,2145,Assault Offenses,Simple Assault,,,,,1/10/2020,1
,20-X5402576,Person,Centennial,12/16/2019,0700,Assault Offenses,Simple Assault,,,,,1/4/2020,1
,20-X5402633,Person,Glenfair,1/6/2020,0001,Assault Offenses,Simple Assault,,,,,1/6/2020,2
,20-X5402656,Person,Old Town/Chinatown,1/12/2020,1430,Assault Offenses,Aggravated Assault,,,,,1/12/2020,1
,20-X5402665,Person,,1/12/2020,1529,Assault Offenses,Simple Assault,,,,,1/12/2020,1
,20-X5402667,Person,Old Town/Chinatown,1/12/2020,1605,Assault Offenses,Simple Assault,,,,,1/12/2020,1
,20-X5402816,Person,Powellhurst-Gilbert,1/6/2020,1545,Assault Offenses,Aggravated Assault,,,,,1/6/2020,1
,20-X5402852,Person,Centennial,1/12/2020,1751,Assault Offenses,Simple Assault,,,,,1/12/2020,1
,20-X5402853,Property,Cully,1/7/2020,0126,Larceny Offenses,Theft From Building,,,,,1/7/2020,1
,20-X5402859,Person,Arbor Lodge,10/26/2019,2100,Sex Offenses,Fondling,,,,,1/6/2020,1
,20-X5402878,Person,Rose City Park,1/7/2020,0422,Sex Offenses,Rape,,,,,1/7/2020,1
,20-X5402884,Property,South Tabor,1/6/2020,1655,Robbery,Robbery,,,,,1/6/2020,1
,20-X5402893,Society,Sunnyside,12/15/2019,1000,Pornography/Obscene Material,Pornography/Obscene Material,,,,,1/8/2020,1
,20-X5402905,Property,Vernon,1/11/2020,2003,Robbery,Robbery,,,,,1/11/2020,1
,20-X5402909,Property,Ashcreek,1/8/2020,1633,Larceny Offenses,All Other Larceny,,,,,1/8/2020,1
,20-X5402963,Person,Centennial,1/12/2020,1928,Assault Offenses,Aggravated Assault,,,,,1/12/2020,1
,20-X5402980,Person,Bridlemile,1/12/2020,2116,Assault Offenses,Simple Assault,,,,,1/12/2020,2
,20-X5402987,Property,Powellhurst-Gilbert,1/12/2020,2040,Vandalism,Vandalism,,,,,1/12/2020,1
,20-X5403028,Person,Montavilla,1/12/2020,2045,Assault Offenses,Simple Assault,,,,,1/12/2020,1
,20-X5403062,Person,Kerns,1/12/2020,2130,Kidnapping/Abduction,Kidnapping/Abduction,,,,,1/12/2020,1
,20-X5403100,Property,Sunnyside,1/6/2020,2200,Vandalism,Vandalism,,,,,1/7/2020,1
,20-X5403147,Person,Montavilla,1/7/2020,1933,Assault Offenses,Simple Assault,,,,,1/7/2020,1
,20-X5403158,Property,South Tabor,1/7/2020,1949,Larceny Offenses,Theft From Motor Vehicle,,,,,1/7/2020,1
,20-X5403241,Person,Lents,1/13/2020,0805,Assault Offenses,Simple Assault,,,,,1/13/2020,1
,20-X5403249,Person,Brentwood-Darlington,1/7/2020,2150,Assault Offenses,Aggravated Assault,,,,,1/7/2020,1
,20-X5403257,Person,Northwest,1/7/2020,2359,Kidnapping/Abduction,Kidnapping/Abduction,,,,,1/7/2020,1
,20-X5403257,Person,Northwest,1/7/2020,2359,Sex Offenses,Rape,,,,,1/7/2020,1
,20-X5403257,Person,Northwest,1/7/2020,2359,Sex Offenses,Sodomy,,,,,1/7/2020,1
,20-X5403308,Property,Lents,11/9/2019,1621,Larceny Offenses,All Other Larceny,,,,,1/8/2020,1
,20-X5403308,Property,Lents,11/9/2019,1621,Vandalism,Vandalism,,,,,1/8/2020,1
,20-X5403354,Person,Homestead,1/12/2020,0800,Assault Offenses,Aggravated Assault,,,,,1/12/2020,1
,20-X5403380,Person,Hosford-Abernethy,11/28/2019,0000,Sex Offenses,Rape,,,,,1/1/2020,1
,20-X5403518,Property,Wilkes,1/5/2020,1940,Fraud Offenses,False Pretenses/Swindle/Confidence Game,,,,,1/6/2020,1
,20-X5403562,Person,Centennial,1/9/2020,0000,Assault Offenses,Simple Assault,,,,,1/9/2020,1
,20-X5403616,Person,Mill Park,1/13/2020,1703,Assault Offenses,Simple Assault,,,,,1/13/2020,1
,20-X5403618,Person,St Johns,1/13/2020,2045,Assault Offenses,Simple Assault,,,,,1/13/2020,1
,20-X5403660,Property,Mill Park,1/7/2020,1600,Larceny Offenses,Theft From Building,,,,,1/7/2020,1
,20-X5403672,Person,Centennial,1/13/2020,2251,Assault Offenses,Simple Assault,,,,,1/13/2020,1
,20-X5403681,Person,Centennial,12/31/2019,0000,Sex Offenses,Rape,,,,,1/10/2020,1
,20-X5403710,Person,Centennial,1/14/2020,0339,Assault Offenses,Aggravated Assault,,,,,1/14/2020,1
,20-X5403777,Person,University Park,12/27/2019,0000,Assault Offenses,Aggravated Assault,,,,,1/13/2020,1
,20-X5403786,Person,Powellhurst-Gilbert,1/13/2020,2239,Assault Offenses,Aggravated Assault,,,,,1/14/2020,1
,20-X5403874,Person,King,1/9/2020,1800,Assault Offenses,Intimidation,,,,,1/9/2020,1
,20-X5403874,Society,King,1/9/2020,1800,Weapon Law Violations,Weapons Law Violations,,,,,1/9/2020,1
,20-X5403879,Person,Northwest,1/14/2020,1020,Assault Offenses,Aggravated Assault,,,,,1/14/2020,1
,20-X5403910,Person,Downtown,1/10/2020,1403,Sex Offenses,Rape,,,,,1/10/2020,1
,20-X5404061,Person,Centennial,1/14/2020,1210,Assault Offenses,Simple Assault,,,,,1/14/2020,1
,20-X5404103,Person,Rose City Park,1/14/2020,1136,Assault Offenses,Intimidation,,,,,1/14/2020,1
,20-X5404162,Person,Powellhurst-Gilbert,1/14/2020,2223,Assault Offenses,Simple Assault,,,,,1/14/2020,1
,20-X5404174,Person,Hazelwood,1/14/2020,1653,Assault Offenses,Aggravated Assault,,,,,1/14/2020,1
,20-X5404264,Person,Cully,1/13/2020,1107,Sex Offenses,Incest,,,,,1/13/2020,1
,20-X5404340,Person,Buckman East,1/14/2020,1207,Assault Offenses,Aggravated Assault,,,,,1/14/2020,1
,20-X5404340,Property,Buckman East,1/14/2020,1207,Larceny Offenses,Theft From Building,,,,,1/14/2020,1
,20-X5404346,Property,Centennial,11/6/2019,0800,Fraud Offenses,False Pretenses/Swindle/Confidence Game,,,,,1/14/2020,1
,20-X5404363,Person,Powellhurst-Gilbert,11/21/2019,0130,Assault Offenses,Simple Assault,,,,,1/15/2020,1
,20-X5404404,Person,Lents,1/15/2020,1629,Assault Offenses,Simple Assault,,,,,1/15/2020,1
,20-X5404507,Person,,1/10/2020,0000,Sex Offenses,Rape,,,,,1/15/2020,1
,20-X5404540,Person,Foster-Powell,1/16/2020,0032,Assault Offenses,Aggravated Assault,,,,,1/16/2020,1
,20-X5404556,Person,Hazelwood,1/3/2020,0958,Sex Offenses,Sodomy,,,,,1/3/2020,1
,20-X5404574,Property,Brentwood-Darlington,1/15/2020,2100,Motor Vehicle Theft,Motor Vehicle Theft,,,,,1/16/2020,1
,20-X5404608,Person,Centennial,1/15/2020,2224,Assault Offenses,Aggravated Assault,,,,,1/15/2020,1
,20-X5404613,Person,Downtown,1/16/2020,0321,Assault Offenses,Simple Assault,,,,,1/16/2020,1
,20-X5404618,Person,,5/31/2013,2100,Sex Offenses,Rape,,,,,1/14/2020,1
,20-X5404618,Person,,5/31/2013,2100,Sex Offenses,Sexual Assault With An Object,,,,,1/14/2020,1
,20-X5404618,Person,,5/31/2013,2100,Sex Offenses,Sodomy,,,,,1/14/2020,1
,20-X5404640,Person,Concordia,1/16/2020,1100,Assault Offenses,Simple Assault,,,,,1/16/2020,1
,20-X5404640,Property,Concordia,1/16/2020,1100,Larceny Offenses,All Other Larceny,,,,,1/16/2020,1
,20-X5404695,Property,Creston-Kenilworth,1/11/2020,0800,Vandalism,Vandalism,,,,,1/11/2020,1
,20-X5404708,Person,Hazelwood,1/16/2020,0911,Assault Offenses,Simple Assault,,,,,1/16/2020,1
,20-X5404747,Person,Old Town/Chinatown,1/16/2020,1109,Assault Offenses,Aggravated Assault,,,,,1/16/2020,1
,20-X5404757,Person,,1/16/2020,1250,Assault Offenses,Simple Assault,,,,,1/16/2020,1
,20-X5404798,Person,Madison South,1/11/2020,2004,Assault Offenses,Simple Assault,,,,,1/11/2020,1
,20-X5404800,Person,King,1/11/2020,2059,Assault Offenses,Simple Assault,,,,,1/11/2020,1
,20-X5404841,Person,Centennial,1/12/2020,1756,Assault Offenses,Simple Assault,,,,,1/12/2020,1
,20-X5404848,Person,Humboldt,1/12/2020,1939,Assault Offenses,Simple Assault,,,,,1/12/2020,1
,20-X5404866,Society,Portsmouth,1/5/2020,2018,Pornography/Obscene Material,Pornography/Obscene Material,,,,,1/12/2020,1
,20-X5404884,Person,Argay,1/13/2020,0025,Assault Offenses,Simple Assault,,,,,1/13/2020,2
,20-X5404951,Person,Cully,1/16/2020,0055,Assault Offenses,Aggravated Assault,,,,,1/16/2020,1
,20-X5404963,Person,Mt Tabor,1/16/2020,2359,Assault Offenses,Simple Assault,,,,,1/16/2020,1
,20-X5404970,Person,Hazelwood,1/16/2020,2251,Assault Offenses,Simple Assault,,,,,1/16/2020,1
,20-X5404986,Person,Goose Hollow,1/17/2020,0116,Assault Offenses,Simple Assault,,,,,1/17/2020,1
,20-X5404994,Person,Lents,1/16/2020,1837,Assault Offenses,Aggravated Assault,,,,,1/16/2020,1
,20-X5404994,Property,Lents,1/16/2020,1837,Vandalism,Vandalism,,,,,1/16/2020,1
,20-X5404999,Person,Hollywood,1/16/2020,2135,Assault Offenses,Aggravated Assault,,,,,1/16/2020,2
,20-X5405002,Person,Arbor Lodge,1/17/2020,0309,Assault Offenses,Aggravated Assault,,,,,1/17/2020,1
,20-X5405012,Property,Cully,1/16/2020,1400,Burglary,Burglary,,,,,1/16/2020,1
,20-X5405013,Property,Powellhurst-Gilbert,1/15/2020,1200,Robbery,Robbery,,,,,1/15/2020,1
,20-X5405037,Person,Mill Park,1/17/2020,0337,Assault Offenses,Simple Assault,,,,,1/17/2020,1
,20-X5405058,Person,Lents,1/17/2020,0756,Assault Offenses,Simple Assault,,,,,1/17/2020,1
,20-X5405073,Person,,1/17/2020,0800,Assault Offenses,Simple Assault,,,,,1/17/2020,1
,20-X5405085,Person,Glenfair,1/13/2020,1000,Assault Offenses,Simple Assault,,,,,1/13/2020,1
,20-X5405085,Property,Glenfair,1/13/2020,1000,Larceny Offenses,Theft From Building,,,,,1/13/2020,1
,20-X5405311,Person,Brentwood-Darlington,1/17/2020,2306,Assault Offenses,Aggravated Assault,,,,,1/18/2020,1
,20-X5405312,Person,Wilkes,1/17/2020,0741,Assault Offenses,Simple Assault,,,,,1/17/2020,1
,20-X5405324,Person,Richmond,1/17/2020,1945,Assault Offenses,Simple Assault,,,,,1/17/2020,1
,20-X5405332,Property,Wilkes,1/18/2020,0300,Vandalism,Vandalism,,,,,1/18/2020,1
,20-X5405426,Person,Powellhurst-Gilbert,1/13/2020,1759,Assault Offenses,Simple Assault,,,,,1/13/2020,2
,20-X5405553,Person,Centennial,1/18/2020,0009,Assault Offenses,Simple Assault,,,,,1/18/2020,1
,20-X5405557,Person,Lents,1/18/2020,0900,Assault Offenses,Simple Assault,,,,,1/18/2020,1
,20-X5405578,Person,St Johns,1/18/2020,1528,Assault Offenses,Simple Assault,,,,,1/18/2020,1
,20-X5405626,Person,Northwest,1/18/2020,1459,Assault Offenses,Simple Assault,,,,,1/18/2020,1
,20-X5405683,Person,Hazelwood,1/18/2020,2117,Assault Offenses,Simple Assault,,,,,1/18/2020,1
,20-X5405693,Person,Downtown,1/18/2020,2311,Assault Offenses,Simple Assault,,,,,1/19/2020,1
,20-X5405741,Person,Lents,1/7/2020,0000,Assault Offenses,Aggravated Assault,,,,,1/14/2020,1
,20-X5405751,Person,Brentwood-Darlington,1/14/2020,1516,Assault Offenses,Simple Assault,,,,,1/14/2020,1
,20-X5405909,Person,Parkrose,1/19/2020,0359,Assault Offenses,Aggravated Assault,,,,,1/19/2020,1
,20-X5405915,Person,Argay,1/18/2020,2000,Assault Offenses,Aggravated Assault,,,,,1/19/2020,1
,20-X5405981,Person,Humboldt,1/15/2020,2000,Assault Offenses,Simple Assault,,,,,1/17/2020,1
,20-X5405982,Person,Kenton,1/17/2020,1419,Assault Offenses,Simple Assault,,,,,1/17/2020,1
,20-X5405993,Person,Eliot,1/18/2020,1751,Assault Offenses,Simple Assault,,,,,1/18/2020,1
,20-X5405993,Property,Eliot,1/18/2020,1751,Vandalism,Vandalism,,,,,1/18/2020,1
,20-X5405997,Person,Wilkes,1/18/2020,2317,Assault Offenses,Simple Assault,,,,,1/18/2020,1
